time,win,loss,prim_tent,prim_gale,seg_gale,white,black,red
2022-09-03 13:02:47.817165,1,0,1,0,0,0,0,1
2022-09-03 13:04:18.044549,1,0,0,1,0,0,1,0
2022-09-03 13:05:48.036751,1,0,1,0,0,0,1,0
2022-09-03 13:08:48.040515,1,0,0,1,0,0,1,0
2022-09-03 13:11:18.265388,0,1,0,0,0,0,0,0
2022-09-03 13:12:48.352560,1,0,1,0,0,0,0,1
2022-09-03 13:13:48.297212,1,0,1,0,0,0,1,0
2022-09-03 13:15:48.314558,1,0,1,0,0,1,1,0
2022-09-03 13:16:48.350238,1,0,1,0,0,0,0,1
2022-09-03 13:17:48.437405,1,0,1,0,0,0,1,0
2022-09-03 13:19:48.631505,1,0,1,0,0,0,0,1
2022-09-03 13:21:48.629053,1,0,0,1,0,0,0,1
2022-09-03 13:23:48.776814,1,0,1,0,0,0,1,0
2022-09-03 13:25:30.061900,1,0,0,1,0,0,0,1
2022-09-03 13:26:18.948325,1,0,1,0,0,0,1,0
2022-09-03 13:27:49.052692,1,0,0,1,0,0,0,1
2022-09-03 13:29:19.221101,1,0,1,0,0,0,0,1
2022-09-03 13:30:18.955209,1,0,1,0,0,0,1,0
2022-09-03 13:40:19.759587,1,0,1,0,0,1,1,0
2022-09-03 13:42:53.682487,1,0,0,1,0,0,0,1
2022-09-03 13:44:19.946593,1,0,1,0,0,0,0,1
2022-09-03 13:45:49.850238,1,0,0,1,0,1,1,0
2022-09-03 13:47:19.958613,1,0,1,0,0,0,1,0
2022-09-03 13:48:20.030092,1,0,1,0,0,1,1,0
2022-09-03 13:49:50.078653,1,0,1,0,0,0,1,0
2022-09-03 13:51:50.161569,1,0,1,0,0,1,1,0
2022-09-03 13:53:20.182428,1,0,1,0,0,0,1,0
2022-09-03 13:56:20.279360,1,0,0,1,0,0,1,0
2022-09-03 13:57:50.410639,1,0,0,1,0,0,0,1
2022-09-03 14:00:20.774223,1,0,1,0,0,0,0,1
2022-09-03 14:03:20.661556,1,0,1,0,0,0,0,1
2022-09-03 14:05:20.902290,0,1,0,0,0,0,0,0
2022-09-03 14:07:51.088960,1,0,0,0,1,1,1,0
2022-09-03 14:09:51.653963,1,0,1,0,0,0,1,0
2022-09-03 14:12:28.875431,1,0,0,0,1,0,1,0
2022-09-03 14:27:53.793979,1,0,0,1,0,0,0,1
2022-09-03 14:29:21.926038,1,0,0,1,0,0,0,1
2022-09-03 14:30:21.916291,1,0,1,0,0,0,1,0
2022-09-03 14:33:52.159071,1,0,0,1,0,0,0,1
2022-09-03 14:35:52.426433,1,0,1,0,0,0,1,0
2022-09-03 14:38:52.783083,1,0,1,0,0,0,0,1
2022-09-03 14:39:52.485949,1,0,1,0,0,0,1,0
2022-09-03 14:41:52.431948,1,0,1,0,0,0,0,1
2022-09-03 14:45:52.822103,1,0,1,0,0,0,1,0
2022-09-03 14:49:52.772186,0,1,0,0,0,0,0,0
2022-09-03 14:50:53.045278,1,0,1,0,0,0,0,1
2022-09-03 14:52:22.927057,1,0,1,0,0,1,1,0
2022-09-03 14:55:25.474889,1,0,1,0,0,0,1,0
2022-09-03 14:57:23.133833,1,0,0,1,0,1,1,0
2022-09-03 14:58:53.963213,1,0,1,0,0,0,1,0
2022-09-03 15:01:53.436246,1,0,1,0,0,0,0,1
2022-09-03 15:57:55.953004,1,0,1,0,0,0,0,1
2022-09-03 16:00:56.240683,0,1,0,0,0,0,0,0
2022-09-03 16:01:56.304328,1,0,1,0,0,0,1,0
2022-09-03 16:06:31.276737,1,0,0,0,1,0,1,0
2022-09-03 16:10:26.468778,1,0,0,0,1,0,1,0
2022-09-03 16:12:26.560202,1,0,0,0,1,0,0,1
2022-09-03 16:14:56.749599,1,0,0,1,0,1,1,0
2022-09-03 16:17:26.939512,0,1,0,0,0,0,0,0
2022-09-03 16:19:27.396458,1,0,0,1,0,1,1,0
2022-09-03 16:21:27.091542,1,0,1,0,0,0,0,1
2022-09-03 16:23:27.015645,1,0,0,1,0,0,0,1
2022-09-03 16:26:01.154849,1,0,0,1,0,0,0,1
2022-09-03 16:28:01.286519,1,0,0,0,1,0,1,0
2022-09-03 16:28:57.387722,1,0,1,0,0,0,0,1
2022-09-03 16:30:09.652039,1,0,1,0,0,1,1,0
2022-09-03 16:32:27.659213,1,0,0,1,0,0,1,0
2022-09-03 16:33:32.049470,1,0,1,0,0,0,0,1
2022-09-03 16:35:57.802795,1,0,0,0,1,0,0,1
2022-09-03 16:39:28.206280,1,0,1,0,0,0,0,1
2022-09-03 16:41:27.950696,1,0,0,0,1,0,1,0
2022-09-03 16:42:27.992187,1,0,1,0,0,0,0,1
2022-09-03 16:46:32.585820,1,0,0,1,0,0,0,1
2022-09-03 16:48:32.606167,1,0,1,0,0,0,1,0
2022-09-03 16:50:02.719644,1,0,0,1,0,0,0,1
2022-09-03 16:54:05.509500,1,0,0,0,1,0,0,1
2022-09-03 16:55:02.894231,1,0,1,0,0,0,1,0
2022-09-03 16:56:33.187651,1,0,1,0,0,0,1,0
2022-09-03 16:58:35.683281,1,0,0,1,0,0,1,0
2022-09-03 16:59:33.745878,1,0,1,0,0,1,1,0
2022-09-03 17:01:11.421880,1,0,1,0,0,0,1,0
2022-09-03 17:03:03.285864,1,0,0,0,1,0,0,1
2022-09-03 17:04:33.484010,1,0,0,1,0,0,1,0
2022-09-03 17:06:03.401034,1,0,1,0,0,0,1,0
2022-09-03 17:07:33.569292,1,0,0,1,0,1,1,0
2022-09-03 17:09:06.015473,1,0,1,0,0,1,1,0
2022-09-03 17:11:03.614199,1,0,0,1,0,0,1,0
2022-09-03 17:12:33.695355,1,0,1,0,0,0,1,0
2022-09-03 17:13:33.742491,1,0,1,0,0,0,0,1
2022-09-03 17:15:03.956268,1,0,0,1,0,0,1,0
2022-09-03 17:16:04.052459,1,0,1,0,0,0,0,1
2022-09-03 17:39:52.715893,1,0,1,0,0,0,1,0
2022-09-03 17:40:35.107229,1,0,1,0,0,0,1,0
2022-09-03 17:42:51.237054,0,1,0,0,0,0,0,0
2022-09-03 17:46:05.352537,1,0,1,0,0,0,1,0
2022-09-03 17:47:35.370224,1,0,0,1,0,0,0,1
2022-09-03 17:48:35.278364,1,0,1,0,0,0,1,0
2022-09-03 17:50:43.366718,1,0,1,0,0,0,0,1
2022-09-03 17:52:05.608907,1,0,1,0,0,0,0,1
2022-09-03 17:54:05.732809,0,1,0,0,0,0,0,0
2022-09-03 17:55:35.641152,1,0,1,0,0,0,0,1
2022-09-03 17:56:35.669702,1,0,1,0,0,0,1,0
2022-09-03 17:58:05.757812,1,0,1,0,0,0,1,0
2022-09-03 18:00:06.038303,0,1,0,0,0,0,0,0
2022-09-03 18:02:05.951333,1,0,0,1,0,0,1,0
2022-09-03 18:03:36.062795,1,0,1,0,0,0,1,0
2022-09-03 18:05:36.257611,1,0,0,1,0,0,1,0
2022-09-03 18:07:36.180822,1,0,1,0,0,0,0,1
2022-09-03 18:09:06.272826,1,0,1,0,0,0,0,1
2022-09-03 18:10:36.486486,1,0,1,0,0,0,0,1
2022-09-03 18:11:36.353422,1,0,1,0,0,0,1,0
2022-09-03 18:13:36.590952,1,0,0,0,1,0,0,1
2022-09-03 18:15:36.509537,1,0,1,0,0,0,1,0
2022-09-03 18:17:06.525277,1,0,1,0,0,0,1,0
2022-09-03 18:20:41.197193,1,0,0,0,1,1,1,0
2022-09-03 18:22:06.982624,1,0,0,1,0,0,0,1
2022-09-03 18:23:36.992105,1,0,0,1,0,1,1,0
2022-09-03 18:26:37.155425,1,0,0,1,0,0,1,0
2022-09-03 18:29:15.103524,1,0,1,0,0,0,1,0
2022-09-03 18:31:37.863503,0,1,0,0,0,0,0,0
2022-09-03 18:33:07.398203,1,0,1,0,0,1,1,0
2022-09-03 18:35:07.495001,1,0,1,0,0,0,1,0
2022-09-03 18:39:07.674599,0,1,0,0,0,0,0,0
2022-09-03 18:40:07.591170,1,0,1,0,0,1,1,0
2022-09-03 18:42:37.742124,0,1,0,0,0,0,0,0
2022-09-03 18:45:37.990248,0,1,0,0,0,0,0,0
2022-09-03 18:46:38.037245,1,0,1,0,0,0,0,1
2022-09-03 18:47:38.066350,1,0,1,0,0,0,1,0
2022-09-03 18:51:08.807013,1,0,0,0,1,0,1,0
2022-09-03 18:53:09.057664,0,1,0,0,0,0,0,0
2022-09-03 18:56:10.049616,0,1,0,0,0,0,0,0
2022-09-03 18:57:10.121725,1,0,1,0,0,1,1,0
2022-09-03 18:58:41.252288,1,0,1,0,0,0,0,1
2022-09-03 19:00:10.376648,1,0,1,0,0,0,0,1
2022-09-03 19:01:10.311307,1,0,1,0,0,0,1,0
2022-09-03 19:02:45.817990,1,0,0,1,0,0,0,1
2022-09-03 19:07:41.059222,1,0,0,1,0,0,1,0
2022-09-03 19:08:40.806070,1,0,1,0,0,0,0,1
2022-09-03 19:10:10.806484,1,0,0,1,0,0,1,0
2022-09-03 19:17:11.138215,1,0,0,1,0,0,1,0
2022-09-03 19:20:11.612726,1,0,1,0,0,0,0,1
2022-09-03 19:23:11.903993,1,0,1,0,0,0,1,0
2022-09-03 19:24:41.276549,1,0,0,1,0,0,0,1
2022-09-03 19:25:41.275761,1,0,1,0,0,0,1,0
2022-09-03 19:26:41.930776,1,0,1,0,0,0,0,1
2022-09-03 19:28:41.543965,1,0,0,0,1,0,1,0
2022-09-03 19:31:41.722017,1,0,1,0,0,0,1,0
2022-09-03 19:33:11.625497,1,0,1,0,0,0,1,0
2022-09-03 19:34:41.789620,1,0,0,1,0,0,0,1
2022-09-03 19:35:41.834833,1,0,1,0,0,0,1,0
2022-09-03 19:37:41.934685,1,0,1,0,0,0,0,1
2022-09-03 19:39:43.418583,1,0,0,0,1,0,1,0
2022-09-03 19:40:42.094443,1,0,1,0,0,0,0,1
2022-09-03 19:43:47.998859,0,1,0,0,0,0,0,0
2022-09-03 19:49:42.343605,1,0,1,0,0,0,0,1
2022-09-03 19:51:12.452362,1,0,1,0,0,0,0,1
2022-09-03 19:53:12.745889,1,0,0,0,1,0,1,0
2022-09-03 19:55:42.940743,1,0,1,0,0,0,1,0
2022-09-03 19:59:43.016410,1,0,0,1,0,1,1,0
2022-09-03 20:01:12.946815,1,0,1,0,0,0,0,1
2022-09-03 20:02:13.052804,1,0,1,0,0,0,1,0
2022-09-03 20:03:43.240505,1,0,0,1,0,0,0,1
2022-09-03 20:05:43.186747,1,0,1,0,0,1,1,0
2022-09-03 20:07:43.425225,1,0,1,0,0,0,0,1
2022-09-03 20:08:43.392848,1,0,1,0,0,0,1,0
2022-09-03 20:10:13.508115,1,0,0,1,0,0,0,1
2022-09-03 20:11:13.535246,1,0,1,0,0,0,1,0
2022-09-03 20:12:13.608425,1,0,1,0,0,0,0,1
2022-09-03 20:13:13.689749,1,0,1,0,0,0,1,0
2022-09-03 20:15:13.582449,1,0,0,0,1,0,0,1
2022-09-03 20:16:13.828039,1,0,1,0,0,0,1,0
2022-09-03 20:17:13.774971,1,0,1,0,0,0,0,1
2022-09-03 20:18:17.573083,1,0,1,0,0,0,1,0
2022-09-03 20:19:43.949477,1,0,0,1,0,0,0,1
2022-09-03 20:23:43.945997,1,0,1,0,0,0,1,0
2022-09-03 20:28:44.164187,1,0,0,1,0,0,1,0
2022-09-03 20:30:44.245194,1,0,0,1,0,0,1,0
2022-09-03 20:32:14.392215,1,0,0,1,0,0,0,1
2022-09-03 20:34:14.395766,0,1,0,0,0,0,0,0
2022-09-03 20:35:14.589328,1,0,1,0,0,0,1,0
2022-09-03 20:36:44.706030,1,0,1,0,0,0,1,0
2022-09-03 20:39:49.993700,1,0,1,0,0,0,0,1
2022-09-03 20:41:23.017057,1,0,1,0,0,0,0,1
2022-09-03 20:44:07.504133,1,0,1,0,0,0,0,1
2022-09-03 20:45:37.617959,1,0,1,0,0,0,0,1
2022-09-03 20:46:37.597380,1,0,1,0,0,0,1,0
2022-09-03 20:48:37.667500,1,0,1,0,0,0,0,1
2022-09-03 20:49:37.878216,1,0,1,0,0,0,1,0
2022-09-03 20:50:37.838412,1,0,1,0,0,0,0,1
2022-09-03 20:53:38.035719,1,0,1,0,0,1,1,0
2022-09-03 20:56:38.180534,1,0,0,0,1,0,0,1
2022-09-03 20:59:08.143194,0,1,0,0,0,0,0,0
2022-09-03 21:01:08.233913,1,0,1,0,0,0,0,1
2022-09-03 21:02:08.478575,1,0,1,0,0,0,1,0
2022-09-03 21:03:41.090473,1,0,1,0,0,0,1,0
2022-09-03 21:04:38.509206,1,0,1,0,0,0,0,1
2022-09-03 21:05:38.447692,1,0,1,0,0,1,1,0
2022-09-03 21:08:38.555454,1,0,0,0,1,1,1,0
2022-09-03 21:10:08.733792,1,0,1,0,0,0,0,1
2022-09-03 21:12:08.898704,0,1,0,0,0,0,0,0
2022-09-03 21:15:08.832857,1,0,0,0,1,0,1,0
2022-09-03 21:17:09.124684,1,0,0,1,0,1,1,0
2022-09-03 21:18:39.032345,1,0,1,0,0,0,0,1
2022-09-03 21:20:39.255246,1,0,0,0,1,0,1,0
2022-09-03 21:25:09.420317,1,0,0,0,1,0,1,0
2022-09-03 21:27:09.596656,0,1,0,0,0,0,0,0
2022-09-03 21:29:09.511560,1,0,1,0,0,1,1,0
2022-09-04 07:55:11.959127,1,0,1,0,0,0,0,1
2022-09-04 07:57:41.829918,1,0,1,0,0,0,0,1
2022-09-04 07:59:42.024494,1,0,1,0,0,0,1,0
2022-09-04 08:01:11.947081,1,0,0,1,0,1,1,0
2022-09-04 08:02:51.458092,1,0,1,0,0,0,1,0
2022-09-04 08:03:42.043237,1,0,1,0,0,0,0,1
2022-09-04 08:05:42.309494,1,0,0,1,0,0,0,1
2022-09-04 08:07:12.428896,1,0,0,1,0,1,1,0
2022-09-04 08:09:12.452523,1,0,0,1,0,1,1,0
2022-09-04 08:11:42.428889,1,0,0,0,1,0,1,0
2022-09-04 08:14:12.760607,1,0,0,1,0,0,0,1
2022-09-04 08:17:42.700160,0,1,0,0,0,0,0,0
2022-09-04 08:19:12.798278,1,0,1,0,0,0,1,0
2022-09-04 08:20:43.013186,1,0,0,1,0,0,0,1
2022-09-04 08:21:43.025780,1,0,1,0,0,0,1,0
2022-09-04 08:23:17.531620,1,0,1,0,0,1,1,0
2022-09-04 08:25:43.165572,0,1,0,0,0,0,0,0
2022-09-04 08:28:13.320738,1,0,0,0,1,0,0,1
2022-09-04 08:29:16.084721,1,0,1,0,0,0,1,0
2022-09-04 08:33:14.324783,1,0,1,0,0,0,0,1
2022-09-04 08:36:43.539802,1,0,0,1,0,0,1,0
2022-09-04 08:38:50.840237,1,0,1,0,0,0,0,1
2022-09-04 08:40:13.836936,1,0,1,0,0,0,0,1
2022-09-04 08:44:33.568384,1,0,1,0,0,0,1,0
2022-09-04 08:46:14.579873,1,0,0,0,1,0,0,1
2022-09-04 08:47:14.184223,1,0,1,0,0,0,1,0
2022-09-04 08:51:22.282869,1,0,0,0,1,0,0,1
2022-09-04 08:53:14.192332,1,0,0,0,1,0,1,0
2022-09-04 08:54:44.417702,1,0,0,1,0,0,0,1
2022-09-04 08:56:17.873644,1,0,1,0,0,1,1,0
2022-09-04 08:58:44.697793,0,1,0,0,0,0,0,0
2022-09-04 09:00:44.714700,1,0,1,0,0,0,0,1
2022-09-04 09:02:14.708835,1,0,0,1,0,1,1,0
2022-09-04 09:03:44.629765,1,0,1,0,0,0,0,1
2022-09-04 09:05:44.777998,0,1,0,0,0,0,0,0
2022-09-04 09:07:44.947097,1,0,0,1,0,0,0,1
2022-09-04 09:10:15.039041,1,0,1,0,0,0,0,1
2022-09-04 09:12:15.399042,1,0,0,1,0,0,0,1
2022-09-04 09:13:45.237988,1,0,0,1,0,0,1,0
2022-09-04 13:47:35.375598,1,0,1,0,0,0,1,0
2022-09-04 13:50:35.398577,0,1,0,0,0,0,0,0
2022-09-04 13:51:35.540683,1,0,1,0,0,0,1,0
2022-09-04 13:59:05.892181,1,0,0,0,1,0,0,1
2022-09-04 14:01:05.876260,1,0,1,0,0,0,1,0
2022-09-04 14:02:36.036463,1,0,1,0,0,0,1,0
2022-09-04 14:04:06.110596,1,0,0,1,0,1,1,0
2022-09-04 14:06:06.289300,1,0,0,1,0,0,1,0
2022-09-04 14:08:06.604401,1,0,1,0,0,1,1,0
2022-09-04 14:10:06.454151,1,0,1,0,0,1,1,0
2022-09-04 14:12:36.600985,1,0,0,0,1,0,0,1
2022-09-04 14:13:36.478501,1,0,1,0,0,1,1,0
2022-09-04 14:19:06.863568,1,0,0,0,1,0,1,0
2022-09-04 14:20:36.921413,1,0,0,1,0,1,1,0
2022-09-04 14:21:36.812630,1,0,1,0,0,0,0,1
2022-09-04 14:23:06.910387,1,0,0,1,0,0,1,0
2022-09-04 14:24:42.289088,1,0,1,0,0,0,1,0
2022-09-04 14:26:37.050630,1,0,1,0,0,0,0,1
2022-09-04 14:28:07.768433,1,0,1,0,0,0,0,1
2022-09-04 14:29:37.320518,1,0,0,1,0,0,1,0
2022-09-04 14:32:14.116110,1,0,1,0,0,0,0,1
2022-09-04 14:33:14.252950,1,0,1,0,0,0,1,0
2022-09-04 14:34:14.343906,1,0,1,0,0,0,0,1
2022-09-04 14:37:44.309185,0,1,0,0,0,0,0,0
2022-09-04 14:38:44.349976,1,0,1,0,0,0,0,1
2022-09-04 14:39:44.545508,1,0,1,0,0,0,1,0
2022-09-04 14:40:44.569682,1,0,1,0,0,0,0,1
2022-09-04 14:42:44.530886,1,0,1,0,0,0,1,0
2022-09-04 14:44:44.773025,1,0,1,0,0,0,0,1
2022-09-04 14:46:44.802530,0,1,0,0,0,0,0,0
2022-09-04 14:48:15.332792,1,0,1,0,0,0,0,1
2022-09-04 14:49:44.719268,1,0,0,1,0,0,1,0
2022-09-04 14:51:14.848354,1,0,1,0,0,0,1,0
2022-09-04 14:52:45.008109,1,0,1,0,0,0,1,0
2022-09-04 14:54:14.903672,1,0,0,1,0,0,0,1
2022-09-04 14:56:45.525383,1,0,1,0,0,0,1,0
2022-09-04 14:57:46.563308,1,0,1,0,0,1,1,0
2022-09-04 14:59:47.703600,1,0,1,0,0,0,1,0
2022-09-04 15:02:21.364350,1,0,0,1,0,0,0,1
2022-09-04 15:04:22.768237,1,0,1,0,0,0,1,0
2022-09-04 15:07:01.656114,1,0,0,1,0,1,1,0
2022-09-04 15:09:37.105061,1,0,0,0,1,0,1,0
2022-09-04 15:11:36.938031,1,0,0,1,0,0,1,0
2022-09-04 15:13:07.016923,1,0,1,0,0,0,1,0
2022-09-04 15:14:07.078839,1,0,1,0,0,0,0,1
2022-09-04 15:18:37.139165,1,0,1,0,0,0,0,1
2022-09-04 15:19:37.635894,1,0,1,0,0,0,1,0
2022-09-04 15:21:07.085404,1,0,1,0,0,1,1,0
2022-09-04 15:23:17.991660,1,0,1,0,0,0,1,0
2022-09-04 15:25:07.403331,1,0,0,0,1,0,0,1
2022-09-04 15:26:37.475403,1,0,0,1,0,0,1,0
2022-09-04 15:27:37.343193,1,0,1,0,0,0,0,1
2022-09-04 15:29:07.582314,1,0,0,1,0,0,1,0
2022-09-04 15:33:07.935071,1,0,1,0,0,0,1,0
2022-09-04 15:34:44.287922,1,0,0,1,0,0,0,1
2022-09-04 15:36:38.040627,1,0,0,0,1,0,1,0
2022-09-04 15:38:08.778192,1,0,1,0,0,0,1,0
2022-09-04 15:39:08.876908,1,0,1,0,0,0,0,1
2022-09-04 15:41:09.198296,1,0,1,0,0,0,0,1
2022-09-04 15:42:39.308237,1,0,0,1,0,0,1,0
2022-09-04 15:43:39.061779,1,0,1,0,0,0,0,1
2022-09-04 15:44:41.208539,1,0,1,0,0,0,1,0
2022-09-04 15:46:39.155070,1,0,0,1,0,0,1,0
2022-09-04 15:47:39.315689,1,0,1,0,0,1,1,0
2022-09-04 15:48:39.334631,1,0,1,0,0,0,0,1
2022-09-04 15:49:45.162761,1,0,1,0,0,0,1,0
2022-09-04 15:52:10.486567,0,1,0,0,0,0,0,0
2022-09-04 15:53:40.542590,1,0,1,0,0,0,0,1
2022-09-04 15:56:40.608817,1,0,1,0,0,0,1,0
2022-09-04 15:57:40.583301,1,0,1,0,0,0,0,1
2022-09-04 15:59:40.793377,1,0,1,0,0,1,1,0
2022-09-04 16:02:10.886050,1,0,1,0,0,0,1,0
2022-09-04 16:07:10.953323,1,0,0,1,0,0,1,0
2022-09-04 16:08:41.076101,1,0,1,0,0,0,1,0
